EAR,MAR,TIME
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.2010117920814236,0.3310035531933583,14:35:16.814380
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.2010117920814236,0.3310035531933583,14:35:16.814380
0.2959278382574265,0.5099019513592784,14:35:17.062852
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.2010117920814236,0.3310035531933583,14:35:16.814380
0.2959278382574265,0.5099019513592784,14:35:17.062852
0.23990626401592868,0.6412197624153971,14:35:17.342462
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.2010117920814236,0.3310035531933583,14:35:16.814380
0.2959278382574265,0.5099019513592784,14:35:17.062852
0.23990626401592868,0.6412197624153971,14:35:17.342462
0.24063995358407478,0.47737148842677435,14:35:17.556239
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.2010117920814236,0.3310035531933583,14:35:16.814380
0.2959278382574265,0.5099019513592784,14:35:17.062852
0.23990626401592868,0.6412197624153971,14:35:17.342462
0.24063995358407478,0.47737148842677435,14:35:17.556239
0.23574411548141558,0.5698294978201922,14:35:17.774383
0.24463073453680179,0.47737148842677424,14:35:11.492004
0.2010117920814236,0.3310035531933583,14:35:16.814380
0.2959278382574265,0.5099019513592784,14:35:17.062852
0.23990626401592868,0.6412197624153971,14:35:17.342462
0.24063995358407478,0.47737148842677435,14:35:17.556239
0.23574411548141558,0.5698294978201922,14:35:17.774383
0.24041422220284575,0.6643073509984678,14:35:17.966779
0.24463073453680179,0.47737148842677424,14:35:11.492004
